품목일련번호,품목명,업소명,분류번호,분류명
198200118,트리티코정25밀리그람(트라조돈염산염),국제약품(주),1170,정신신경용제
198300130,오노페인정200밀리그람(이부프로펜),국제약품(주),1140,해열.진통.소염제
198300132,트리세프캡슐500밀리그람(세프라딘수화물),국제약품(주),6180,주로그람양성|음성균에작용하는것
198500191,국제세파드록실캡슐(세파드록실수화물)(수출명:루모세프캅셀),국제약품(주),6180,주로그람양성|음성균에작용하는것
199100346,데오본정(이프리플라본),국제약품(주),3990,따로분류되지않는대사성의약품
199200407,트리티코서방정75밀리그람(트라조돈염산염),국제약품(주),1170,정신신경용제
199200421,파라돌정(옥수수불검화정량추출물),국제약품(주),2310,치과구강용약
199200423,키포신정(시프로플록사신염산염수화물),국제약품(주),6290,기타의화학요법제
199300414,케모신캡슐(세파클러수화물)(수출명:국제케모신캡슐),국제약품(주),6180,주로그람양성|음성균에작용하는것
199800446,플로락캅셀(사카로마이세스보울라디균),국제약품(주),2370,정장제
197900095,록시스린정150밀리그람(록시트로마이신)[수출명:프록시맥스정],국제약품(주),6140,주로그람양성균|리케치아|비루스에작용하는것
199700536,국제로라타딘정(수출용),국제약품(주),1410,항히스타민제
199500305,국제아시클로버정(수출명:아시박스정|국제아시박스정|라네아신정),국제약품(주),6290,기타의화학요법제
198200117,트리티코정50밀리그람(트라조돈염산염),국제약품(주),1170,정신신경용제
199700526,플루탈정(탈니플루메이트),국제약품(주),1140,해열.진통.소염제
200603871,코프렐정(벤프로페린인산염),한국화이자제약(주),2220,진해거담제
200108822,유나신정375mg(설타미실린토실산염수화물),한국화이자제약(주),6180,주로그람양성|음성균에작용하는것
200511060,디푸루칸캡슐50밀리그람(플루코나졸),한국화이자제약(주),6290,기타의화학요법제
200511068,졸로푸트정50밀리그람(설트랄린염산염),비아트리스코리아(주),1170,정신신경용제
199500322,일동캅토프릴정25밀리그람(수출용),일동제약(주),2140,혈압강하제
198300049,씨제이아도나정(카르바조크롬설폰산나트륨),에이치케이이노엔(주),3320,지혈제
198300050,트리파몰정(트리파미드),에이치케이이노엔(주),2140,혈압강하제
198500050,이노엔비타메진캡슐,에이치케이이노엔(주),3130,비타민B제(비타민B1을제외)
198500049,비타메진캡슐50밀리그램,에이치케이이노엔(주),3130,비타민B제(비타민B1을제외)
198600058,헤르벤서방정90밀리그램(딜티아젬염산염),에이치케이이노엔(주),2170,혈관확장제
198800119,셀벡스캡슐(테프레논),부광약품(주),2320,소화성궤양용제
199300168,바난정(세프포독심프록세틸),에이치케이이노엔(주),6180,주로그람양성|음성균에작용하는것
199400095,헤르벤서방캡슐180밀리그램(딜티아젬염산염),에이치케이이노엔(주),2170,혈관확장제
199200183,카도파민정(데노파민),에이치케이이노엔(주),2110,강심제
199300175,메바로친정10밀리그램(프라바스타틴나트륨),에이치케이이노엔(주),2180,동맥경화용제
199907311,란스톤캡슐(란소프라졸과립),제일약품(주),2320,소화성궤양용제
199600144,메테스캡슐(비페닐디메칠디카르복실레이트),에이치케이이노엔(주),3910,간장질환용제
199400099,비비셀정(비페닐디메칠디카르복실레이트),롯데제과(주)건강사업본부,3910,간장질환용제
195900001,헤로세친캅셀250밀리그람(클로람페니콜),(주)종근당,6150,주로그람양성|음성균|리케치아|비루스에작용하는것
196000001,테라싸이클린캅셀250밀리그람(염산테트라싸이클린),(주)종근당,6150,주로그람양성|음성균|리케치아|비루스에작용하는것
197300013,유글루콘정(글리벤클라미드),(주)종근당,3960,당뇨병용제
197400039,탐부톨정400밀리그램(에탐부톨염산염),(주)종근당,6220,항결핵제
197500016,낙센정(나프록센),(주)종근당,1140,해열.진통.소염제
197500015,아목사펜캡슐(아목시실린수화물)(수출명:아드목스캡슐|에프페닉스캡슐),(주)종근당,6180,주로그람양성|음성균에작용하는것
197700025,푸리노신정(이노시플렉스),(주)종근당,6290,기타의화학요법제
197700028,에리스로캡슐(에리트로마이신에스톨산염),(주)종근당,6140,주로그람양성균|리케치아|비루스에작용하는것
198000054,리포덱스정300밀리그람(리팜피신),(주)종근당,6130,주로항산성균에작용하는것
198100015,베자립정(베자피브레이트),(주)종근당,2180,동맥경화용제
198200049,리포덱스정450밀리그람(리팜피신)/종근당리팜피신정450밀리그람(수출용),(주)종근당,6130,주로항산성균에작용하는것
198200048,리포덱스정600밀리그람(리팜피신)/종근당리팜피신정600밀리그람(수출용),(주)종근당,6130,주로항산성균에작용하는것
198400057,제스탄정,(주)종근당,2360,이담제
198500058,종근당박시달캅셀200밀리그람(노르플록사신),(주)종근당,6290,기타의화학요법제
198700096,카멕스캡슐(세파드록실수화물),(주)종근당,6180,주로그람양성|음성균에작용하는것
198800154,젤콤정(플루벤다졸),(주)종근당,6420,구충제
198800150,이스모정(5-일질산이소소르비드),(주)종근당,2170,혈관확장제
198800153,에나프린정10밀리그램(에날라프릴말레산염),(주)종근당,2140,혈압강하제
198900125,에나프린정5밀리그램(에날라프릴말레산염),(주)종근당,2140,혈압강하제
198900123,베자립서방정(베자피브레이트),(주)종근당,2180,동맥경화용제
198900129,애드칼정,(주)종근당,3210,칼슘제
199203510,리마틸정(부시라민),(주)종근당,1140,해열.진통.소염제
199200233,모드콜캅셀,(주)종근당,1140,해열.진통.소염제
199200232,종근당세파클러캡슐(세파클러수화물),(주)종근당,6180,주로그람양성|음성균에작용하는것
199200236,오엠피정20밀리그램(오메프라졸),(주)종근당,2320,소화성궤양용제
199300225,은엑손연질캡슐(은행엽엑스),(주)종근당,2190,기타의순환계용약
199300208,낙센에프정(나프록센),(주)종근당,1140,해열.진통.소염제
199300217,종근당알벤다졸정,(주)종근당,6420,구충제
199400114,딜라트렌정25mg(카르베딜롤),(주)종근당,2140,혈압강하제
199600168,제스판정,(주)종근당,2330,건위소화제
199700160,포세프캡슐(세픽심수화물),(주)종근당,6180,주로그람양성|음성균에작용하는것
199700176,로바로드정(로바스타틴),(주)종근당,2180,동맥경화용제
199800086,딜라트렌정12.5mg(카르베딜롤),(주)종근당,2140,혈압강하제
199500092,뉴라셀연질캡슐(아르기닌치아졸리딘카르복실레이트),(주)종근당,3910,간장질환용제
199900114,크목실린정375밀리그램(아목시실린·클라불란산칼륨)[수출명:클루목스정(CLUMOXTABLET)|코멘틴정(KOMENTINTABLET)],(주)종근당,6180,주로그람양성|음성균에작용하는것
199600158,사이폴-엔연질캡슐100밀리그램(사이클로스포린)(수출명:데나스포연질캡슐100밀리그램),(주)종근당,1420,자격요법제(비특이성면역억제제를포함)
199600151,사이폴-엔연질캡슐25밀리그램(사이클로스포린)(수출명:데나스포연질캡슐25밀리그램),(주)종근당,1420,자격요법제(비특이성면역억제제를포함)
198000058,디페인정(디클로페낙나트륨),동광제약(주),1140,해열.진통.소염제
198200050,아미타제정(세라티오펩티다제),동광제약(주),3950,효소제제
198800164,노바킹에이정,동광제약(주),1140,해열.진통.소염제
198900132,판타제에이정,동광제약(주),2330,건위소화제
198900184,리보타제정,동광제약(주),2330,건위소화제
198900194,하프록실캅셀250밀리그람(세파드록실수화물),동광제약(주),6180,주로그람양성|음성균에작용하는것
199000140,동광염산암브록솔정,동광제약(주),2220,진해거담제
199000139,시스타인캡슐(아세틸시스테인),동광제약(주),2220,진해거담제
199200248,유니메톤정(나부메톤),동광제약(주),1140,해열.진통.소염제
199400182,시크렌캡슐(세파클러수화물),동광제약(주),6180,주로그람양성|음성균에작용하는것
199400179,동광오플록사신정,동광제약(주),6290,기타의화학요법제
199400171,동광에날라프릴정10mg,동광제약(주),2140,혈압강하제
199600217,클라씨린정(아목시실린·클라불란산칼륨),동광제약(주),6180,주로그람양성|음성균에작용하는것
199400159,동광디페메린캡슐,동광제약(주),1240,진경제
199900124,아르줄렌정,동광제약(주),2320,소화성궤양용제
199500155,동광이부프로펜정400밀리그람,동광제약(주),1140,해열.진통.소염제
199600195,알루마정,동광제약(주),2340,제산제
199600201,카네마졸질정100mg(클로트리마졸),동광제약(주),2550,비뇨생식기관용제(성병예방제포함)
199600203,동광알마게이트정,동광제약(주),2340,제산제
199000141,동광케토코나졸정(수출용:카나졸정),동광제약(주),6410,항원충제
199100164,이연니모디핀정,이연제약(주),2170,혈관확장제
199500174,이연클래리트로마이신정,이연제약(주),6190,기타의항생물질제제(복합항생물질제제를포함)
199700262,이연질산이소소르비드서방캅셀40밀리그램(수출용),이연제약(주),2170,혈관확장제
199700263,이연질산이소소르비드서방캅셀120밀리그람,이연제약(주),2170,혈관확장제
196400099,크로세린캡슐250밀리그램(시클로세린)(수출명:Dong-ACycloserine250mg),동아에스티(주),6130,주로항산성균에작용하는것
196600011,베스타제정,동아제약(주),2330,건위소화제
196600012,베스타제당의정,동아제약(주),2330,건위소화제
197200016,동아조사마이신정,동아에스티(주),6140,주로그람양성균|리케치아|비루스에작용하는것
197700036,아푸로제캅셀(세미알칼리프로테아제),동아에스티(주),3950,효소제제
198400073,동아페르디핀정20밀리그램(니카르디핀염산염),동아에스티(주),2140,혈압강하제
198600117,동아후루마크정100미리그람(에녹사신),동아에스티(주),6290,기타의화학요법제
198800193,하노백연질캡슐1000아이유(비타민이),동아제약(주),3150,비타민E및K제
198800190,베스타제포르테정,동아제약(주),2330,건위소화제
198900223,동아슈프락스캡슐100밀리그램(세픽심수화물),동아에스티(주),6180,주로그람양성|음성균에작용하는것
198900209,동아페르디핀서방캡슐40밀리그램(니카르디핀염산염),동아에스티(주),2140,혈압강하제
199000165,엑세그란정(조니사미드),동아에스티(주),1130,항전간제
199200261,동아오팔몬정(리마프로스트알파-시클로덱스트린포접화합물),동아에스티(주),2190,기타의순환계용약
199400202,판피린티정,동아제약(주),1140,해열.진통.소염제
200400184,판텍비캡슐,동아제약(주),1140,해열.진통.소염제
199500183,오논캡슐(프란루카스트수화물),동아에스티(주),1490,기타의알레르기용약
199600246,베스자임정,동아에스티(주),2330,건위소화제
199700332,복합하노백연질캅셀,동아제약(주),3150,비타민E및K제
200210186,세프질정250밀리그람(세프프로질수화물),(유)한국비엠에스제약,6180,주로그람양성|음성균에작용하는것
199800142,아크로펜정(아세클로페낙),동아에스티(주),1140,해열.진통.소염제
199500193,고려은단아세트아미노펜500밀리그람정,고려은단(주),1140,해열.진통.소염제
197900066,유유알로푸리놀정,(주)유유제약,3940,통풍치료제
198200066,릴렉시아정(클로르페네신카르바메이트),(주)유유제약,1220,골격근이완제
198300092,유유크리드정100mg(티클로피딘염산염),(주)유유제약,3390,기타의혈액및체액용약
198600123,릴렉시아정250밀리그램(클로르페네신카르바메이트),(주)유유제약,1220,골격근이완제
198700148,유유미오카마이신정(미데카마이신아세테이트),(주)유유제약,6140,주로그람양성균|리케치아|비루스에작용하는것
199000215,유유쏘롱캅셀(소팔콘),(주)유유제약,2320,소화성궤양용제
199300288,본키연질캡슐(칼시트리올),(주)유유제약,3110,비타민A및D제
199700380,개비콘에스정,(주)유유제약,2340,제산제
199704681,유유쏘롱정50밀리그람(소팔콘),(주)유유제약,2320,소화성궤양용제
199900185,타나민정120밀리그람(은행엽건조엑스),(주)유유제약,2190,기타의순환계용약
197600065,알키록산정(시클로포스파미드정),제이더블유중외제약(주),4210,항악성종양제
200610667,듀파스톤정(디드로게스테론),한국애보트(유),2470,난포호르몬제및황체호르몬제
198300096,리자벤캡슐(트라닐라스트),제이더블유중외제약(주),2220,진해거담제
199000352,일동울굿캡슐(베넥세이트염산염베타덱스),일동제약(주),2320,소화성궤양용제
199000361,엘칸정330밀리그램(엘-카르니틴),일동제약(주),2190,기타의순환계용약
199500320,일동캅토프릴정12.5밀리그람(수출용),일동제약(주),2140,혈압강하제
199600370,일동초산미데카마이신정,일동제약(주),6140,주로그람양성균|리케치아|비루스에작용하는것
199700557,레녹스정(록소프로펜나트륨수화물),일동제약(주),1140,해열.진통.소염제
198600235,사미온정10밀리그램(니세르골린),일동제약(주),2190,기타의순환계용약
197800093,사미온정(니세르골린),일동제약(주),2190,기타의순환계용약
199700555,사미온정30밀리그램(니세르골린),일동제약(주),2190,기타의순환계용약
199300459,메토폴정(메트포르민염산염),일동제약(주),3960,당뇨병용제
197000037,아로나민골드정,일동제약(주),3160,혼합비타민제(비타민AD혼합제제를제외)
199700548,오메큐캡슐(오메프라졸),일동제약(주),2320,소화성궤양용제
199100426,에펙신정100밀리그램(오플록사신),일동제약(주),6290,기타의화학요법제
199800473,라니원정,일동제약(주),2340,제산제
199700553,큐란정75밀리그램(라니티딘염산염),일동제약(주),2320,소화성궤양용제
198500207,큐란정(라니티딘염산염),일동제약(주),2320,소화성궤양용제
197700088,하이메틴정(시메티딘),일동제약(주),2320,소화성궤양용제
199600367,판키아제정,일동제약(주),2330,건위소화제
199700556,일동록시트로마이신정(수출명:록손정|일록손정|일록솜정),일동제약(주),6140,주로그람양성균|리케치아|비루스에작용하는것
199100420,일동세파클러수화물캡슐,일동제약(주),6180,주로그람양성|음성균에작용하는것
196900043,후라베린큐정,일동제약(주),2370,정장제
197900574,일동아목시실린수화물캡슐250밀리그램,일동제약(주),6180,주로그람양성|음성균에작용하는것
198902881,일동아목시실린수화물캡슐500밀리그램,일동제약(주),6180,주로그람양성|음성균에작용하는것
197700085,와이비탈캅셀500밀리그람(시클라실린)(수출명:일클라신캅셀500밀리그람),일동제약(주),6180,주로그람양성|음성균에작용하는것
197400577,와이비탈캡슐250밀리그람(시클라실린)(수출명:일클라신캡슐250밀리그람),일동제약(주),6180,주로그람양성|음성균에작용하는것
198700430,알마겔정(알마게이트)(수출명:유한가스트라겔정),(주)유한양행,2340,제산제
198800426,케파신캡슐500밀리그램(세팔렉신수화물),(주)유한양행,6180,주로그람양성|음성균에작용하는것
198800437,키목신캡슐500밀리그램(아목시실린수화물)(수출명:아목시실린캡슐500밀리그램|아목스메디코|아목시실리나캡슐500밀리그램),(주)유한양행,6180,주로그람양성|음성균에작용하는것
198800444,그랑페롤연질캡슐1000아이유(비타민이프리퍼레이션),(주)유한양행,3150,비타민E및K제
198900493,유한세프라딘캡슐250밀리그램,(주)유한양행,6180,주로그람양성|음성균에작용하는것
198900494,유한세프라딘캡슐500밀리그램(수출명:세프라메디코캡슐500밀리그람|유한스포세프캡슐),(주)유한양행,6180,주로그람양성|음성균에작용하는것
199000550,유한스프렌딜지속정5밀리그램(펠로디핀),(주)유한양행,2140,혈압강하제
199200613,유한염산라니티딘정150밀리그람,(주)유한양행,2320,소화성궤양용제
199300703,유한세파클러캡슐(수출명:유클러|메파클러),(주)유한양행,6180,주로그람양성|음성균에작용하는것
199400505,밤벡정10mg(밤부테롤염산염),(주)유한양행,2290,기타의호흡기관용약
199500442,임듈지속정60밀리그램(이소소르비드-5-모노니트레이트),(주)유한양행,2170,혈관확장제
199600581,바이탈씨에프정(수출명:라스코르빈포르트|아스코르빈플러스),(주)유한양행,3140,비타민C및P제
199700763,유한세파클러서방정375밀리그램[수출명:유한유클러서방정375밀리그램],(주)유한양행,6180,주로그람양성|음성균에작용하는것
199700756,삐콤씨에프정(수출명:유한삐콤씨에프정),(주)유한양행,3160,혼합비타민제(비타민AD혼합제제를제외)
199700761,메카트로스연질캡슐,(주)유한양행,3980,종합대사성제제
199900524,안플라그정100밀리그램(사르포그렐레이트염산염),(주)유한양행,3390,기타의혈액및체액용약
199900528,쎄투연질캡슐,(주)유한양행,3150,비타민E및K제
199900536,쎄이칼정(수출명:칼슘포르트씨디(CalciumFortCD)),(주)유한양행,3210,칼슘제
198800445,파이런스캡슐,코오롱제약(주),1240,진경제
198900504,올리비올캡슐(사카로마이세스보울라르디균),코오롱제약(주),2370,정장제
199000571,코니톱정,코오롱제약(주),2220,진해거담제
199000568,프로트린정(나프록센나트륨),코오롱제약(주),1140,해열.진통.소염제
199000574,에포트릴정(에날라프릴말레산염)(수출용),코오롱제약(주),2140,혈압강하제
199100633,올리비올에스캡슐(사카로마이세스보울라르디균),코오롱제약(주),2370,정장제
199100637,코오롱콤비짐정,코오롱제약(주),2390,기타의소화기관용약
199100638,코오롱브렉신20밀리그램정(피록시캄베타-싸이클로덱스트린),코오롱제약(주),1140,해열.진통.소염제
199200633,코오롱브렉신정10밀리그램(피록시캄베타사이클로덱스트린),코오롱제약(주),1140,해열.진통.소염제
199203487,덴타돌연질캡슐(옥수수불검화정량추출물),코오롱제약(주),2310,치과구강용약
199400513,레미코트서방성캡슐1밀리그램(에메다스틴푸마르산염서방성과립),코오롱제약(주),1410,항히스타민제
199400514,레미코트서방성캡슐2밀리그램(에메다스틴푸마르산염서방성과립),코오롱제약(주),1410,항히스타민제
199600616,듀오나제정(스트렙토키나제·스트렙토도르나제)(수출명:코오롱듀오나제정),코오롱제약(주),3950,효소제제
199700811,로맥사신캡슐100밀리그램(로메플로사신염산염),코오롱제약(주),6290,기타의화학요법제
199700812,소아용록시틸정50밀리그램(록시트로마이신),코오롱제약(주),6140,주로그람양성균|리케치아|비루스에작용하는것
199700809,록시틸정150밀리그램(록시트로마이신),코오롱제약(주),6140,주로그람양성균|리케치아|비루스에작용하는것
199500466,트라몰정325밀리그람(아세트아미노펜),코오롱제약(주),1140,해열.진통.소염제
199100626,튜란트캡슐200밀리그램(아세틸시스테인),코오롱제약(주),2220,진해거담제
199300758,트라몰정160밀리그람(아세트아미노펜),코오롱제약(주),1140,해열.진통.소염제
199300759,플라본정(은행엽건조엑스)수출명:코오롱플라본정(은행엽건조엑스),코오롱제약(주),2190,기타의순환계용약
198700443,코딜라트정(페노테롤브롬화수소산염),코오롱제약(주),2220,진해거담제
199700798,앤지비드서방정40mg(묽은이소소르비드이질산염),코오롱제약(주),2170,혈관확장제
199800751,포스바인정(아세트산칼슘)(수출용),코오롱제약(주),2190,기타의순환계용약
199900554,안타신정,코오롱제약(주),2340,제산제
199100632,튜란트캡슐100밀리그램(아세틸시스테인),코오롱제약(주),2220,진해거담제
199200629,로시드정150밀리그램(라니티딘염산염),코오롱제약(주),2320,소화성궤양용제
199400517,무스타진정(염산톨페리손)(수출용),코오롱제약(주),1220,골격근이완제
199500470,하미돈엠정(돔페리돈말레산염),코오롱제약(주),2390,기타의소화기관용약
198100132,바이넥스아세트아미노펜정,(주)바이넥스,1140,해열.진통.소염제
198600367,알로엑스정(노회엑스),(주)바이넥스,2380,하제|완장제
198600368,막틸정200밀리그람(설피리드),(주)바이넥스,1170,정신신경용제
198600365,비올라정(클로닉신리시네이트),(주)바이넥스,1140,해열.진통.소염제
198700455,판개스트정,(주)바이넥스,2330,건위소화제
198900519,파나세아에스정,(주)바이넥스,3160,혼합비타민제(비타민AD혼합제제를제외)
199000589,비코센정,(주)바이넥스,2380,하제|완장제
199000587,리놀에스캅셀,(주)바이넥스,2220,진해거담제
199300766,크리오캅셀(운지다당체),(주)바이넥스,3910,간장질환용제
199500477,헬크린연질캅셀,(주)바이넥스,3980,종합대사성제제
200000936,오라테오캡슐(결정글루코사민황산염),(주)바이넥스,1140,해열.진통.소염제
199800784,프로라틴정,(주)바이넥스,2340,제산제
200000930,닥스펜정(덱시부프로펜),(주)바이넥스,1140,해열.진통.소염제
199500491,루트펜160밀리그램정(아세트아미노펜),(주)바이넥스,1140,해열.진통.소염제
199600625,루트펜325밀리그램정(아세트아미노펜),(주)바이넥스,1140,해열.진통.소염제
199900579,에이테론연질캅셀,(주)바이넥스,2450,부신호르몬제
199900581,미겔에스정,(주)바이넥스,2340,제산제
197000049,셉트린정,삼일제약(주),6210,설화제
197000053,액티피드정,삼일제약(주),1410,항히스타민제
197000050,자이로릭정(알로푸리놀),삼일제약(주),3940,통풍치료제
197700120,부루펜정200밀리그램(이부프로펜),삼일제약(주),1140,해열.진통.소염제
197800143,삼일후로벤정(플루비프로벤),삼일제약(주),1140,해열.진통.소염제
198000170,포리부틴정(트리메부틴말레산염),삼일제약(주),2390,기타의소화기관용약
198200184,후루다랜캡슐(디에칠아민크로모카르브),삼일제약(주),2150,혈관보강제
198300343,부루펜정400밀리그램(이부프로펜),삼일제약(주),1140,해열.진통.소염제
198300344,부루펜정600밀리그람(이부프로펜),삼일제약(주),1140,해열.진통.소염제
198600374,삼일푸로치아덴캡슐(도술레핀염산염),삼일제약(주),1170,정신신경용제
198900528,포리부틴에프연질캡슐(수출용),삼일제약(주),2390,기타의소화기관용약
199600647,스피졸정,삼일제약(주),6190,기타의항생물질제제(복합항생물질제제를포함)
199700840,미클라캡슐(세파클러수화물),삼일제약(주),6180,주로그람양성|음성균에작용하는것
199900600,콜맥스질연질캅셀(프로메스트리엔),삼일제약(주),2550,비뇨생식기관용제(성병예방제포함)
199907323,콜셉틴질정,삼일제약(주),2550,비뇨생식기관용제(성병예방제포함)
197800147,마더스시메티딘정,(주)마더스제약,2320,소화성궤양용제
199000622,비카린정(수출용),(주)마더스제약,2380,하제|완장제
197900157,페록살정(플루페남산)(수출용),(주)마더스제약,1140,해열.진통.소염제
198500392,프리카바캡슐(수출용),(주)마더스제약,2220,진해거담제
198500384,포리라제정,(주)마더스제약,2340,제산제
198800331,일동세팔렉신수화물캡슐500밀리그램(수출용),일동제약(주),6180,주로그람양성|음성균에작용하는것
199100413,일동올베탐캡슐(아시피목스),일동제약(주),2180,동맥경화용제
197500088,암포젤정(건조수산화알루미늄겔),일동제약(주),2340,제산제
198300142,알타민캡슐250밀리그램(디-페니실라민),일동제약(주),3920,해독제
198300146,알타민캡슐150밀리그램(디-페니실라민),일동제약(주),3920,해독제
199400362,이부스트린정200밀리그램(인도부펜),일동제약(주),3390,기타의혈액및체액용약
199800504,알레틴정(로라타딘)(수출명:비알레틴),한올바이오파마(주),1410,항히스타민제
198400164,크린펜정(클로닉신리시네이트),한올바이오파마(주),1140,해열.진통.소염제
198400182,베노론캡슐(디오스민),한올바이오파마(주),2150,혈관보강제
198400185,나푸릴캡슐(나프로닐옥살산염),한올바이오파마(주),2170,혈관확장제
198500226,한올아푸록산캡슐(프로글루메타신말레산염),한올바이오파마(주),1140,해열.진통.소염제
199000383,알파본연질캡슐(알파칼시돌)(수출명:아파본연질캡슐),한올바이오파마(주),3110,비타민A및D제
199300486,헤박터정(비스무트시트르산염칼륨),한올바이오파마(주),2320,소화성궤양용제
199500324,암톡스캅셀(폴리사카라이드케이),한올바이오파마(주),4210,항악성종양제
199800506,한올록시트로마이신정(수출명:비드라프신정),한올바이오파마(주),6140,주로그람양성균|리케치아|비루스에작용하는것
199600386,락시틴캡슐(락토바실루스아시도필루스틴달화동결건조물)(수출명:뉴락시틴캡슐),한올바이오파마(주),2370,정장제
199800503,포슬로정(초산칼슘),한올바이오파마(주),2190,기타의순환계용약
199900377,밀레자임정,한올바이오파마(주),2330,건위소화제
198500241,글루코닐정(메트포르민염산염),(주)셀트리온제약,3960,당뇨병용제
198500245,이무테라정(아자티오프린),(주)셀트리온제약,1420,자격요법제(비특이성면역억제제를포함)
198800357,키토날정(케토코나졸)(수출용),(주)셀트리온제약,6410,항원충제
198800355,솔프란정(암브록솔염산염),(주)셀트리온제약,2220,진해거담제
199100471,셀트리온돔페리돈정(수출용),(주)셀트리온제약,2390,기타의소화기관용약
199200475,누코미트캡슐200밀리그램(아세틸시스테인),(주)셀트리온제약,2220,진해거담제
198401396,셀트리온헤파디프300캡슐(수출용),(주)셀트리온제약,3910,간장질환용제
198300174,셀트리온옥시메톨론정,(주)셀트리온제약,2440,단백동화스테로이드제
200103048,명문마이칼정,명문제약(주),3210,칼슘제
198600278,위더스이부프로펜정200밀리그람,위더스제약(주),1140,해열.진통.소염제
198802273,위더스파모티딘정20mg,위더스제약(주),2320,소화성궤양용제
198902027,카사브롤캡슐,위더스제약(주),2220,진해거담제
199001919,에날정(에날라프릴말레산염),위더스제약(주),2140,혈압강하제
199102335,카덱신정(디클로페낙나트륨)(수출용),위더스제약(주),1140,해열.진통.소염제
200103050,명문마이칼500밀리그람정,명문제약(주),3210,칼슘제
199200490,타록시드정100밀리그램(오플록사신),위더스제약(주),6290,기타의화학요법제
199504332,레토나제정,위더스제약(주),3950,효소제제
199504367,모렘정(돔페리돈말레산염),위더스제약(주),2390,기타의소화기관용약
199600408,알부톤연질캡슐,위더스제약(주),3980,종합대사성제제
199602404,위더스세파클러캡슐250밀리그램,위더스제약(주),6180,주로그람양성|음성균에작용하는것
199700584,지스톨정(미소프로스톨),위더스제약(주),2320,소화성궤양용제
198803093,위더스이부프로펜정400밀리그람,위더스제약(주),1140,해열.진통.소염제
198600282,무코릴캡슐(치오콜치코시드),건일제약(주),1220,골격근이완제
199000441,프란딘정6밀리그람(데프라자코르트),건일제약(주),2450,부신호르몬제
199200518,아모크라정187.5밀리그램(아목시실린-클라불란산칼륨(2:1)),건일제약(주),6180,주로그람양성|음성균에작용하는것
199200515,아모크라정375밀리그램(아목시실린-클라불란산칼륨(2:1))(수출명:서프렌틴정375밀리그람),건일제약(주),6180,주로그람양성|음성균에작용하는것
199200514,아모크라정625밀리그램(아목시실린-클라불란산칼륨(4:1)),건일제약(주),6180,주로그람양성|음성균에작용하는것
199400448,건일로딘서방정600밀리그램(미분화에토돌락),건일제약(주),1140,해열.진통.소염제
199400447,치오시나정,건일제약(주),1220,골격근이완제
199500386,칼시본연질캡슐(칼시트리올),(주)한국피엠지제약,3110,비타민A및D제
199900417,로딘엑스엘정400밀리그램(미분화에토돌락),건일제약(주),1140,해열.진통.소염제
199800542,노리포서방캅셀250밀리그람(펠렛형페노피브레이트)(수출용:안트콜레스테롤250밀리그람서방캅셀),건일제약(주),2180,동맥경화용제
197500097,건일시리마린정35밀리그람,건일제약(주),3910,간장질환용제
197500098,건일시리마린정70밀리그람,건일제약(주),3910,간장질환용제
197900123,크리돌정100밀리그람(설린닥),건일제약(주),1140,해열.진통.소염제
198000147,노리포캅셀(페노피브레이트),건일제약(주),2180,동맥경화용제
198100103,아미로정(염산아미로라이드),건일제약(주),2130,이뇨제
198100102,크리돌정200mg(설린닥),건일제약(주),1140,해열.진통.소염제
198500280,엑소펜캡슐(트라마돌염산염),건일제약(주),1140,해열.진통.소염제
198700365,건일로딘정100밀리그람(미결정에토돌락),건일제약(주),1140,해열.진통.소염제
198900411,포로시스연질캅셀(알파칼시돌),건일제약(주),3110,비타민A및D제
200300375,파노신정(배농산급탕),정우신약(주),2630,화농성질환용제
197000040,대웅우루사연질캡슐,(주)대웅제약,3910,간장질환용제
197900141,프라놀정40밀리그램(프로프라놀롤염산염),(주)대웅제약,2120,부정맥용제
198000158,곰실린캡슐(아목시실린수화물)(수출명:대웅아목시실린캡슐500밀리그램),(주)대웅제약,6180,주로그람양성|음성균에작용하는것
198000160,대웅프리미돈정,(주)대웅제약,1130,항전간제
198100123,대웅세파록실캡슐(세파드록실수화물),대웅바이오(주),6180,주로그람양성|음성균에작용하는것
198200166,대웅프로프라놀롤캡슐160mg(스페로이드형염산프로프라놀롤),(주)대웅제약,2120,부정맥용제
198200170,대웅아스코르빈산정1000밀리그람,(주)대웅제약,3140,비타민C및P제
198301332,페노프론캡슐(페노프로펜칼슘),(주)대웅제약,1140,해열.진통.소염제
198600315,페노프론600밀리그람정(페노프로펜칼슘),(주)대웅제약,1140,해열.진통.소염제
198700405,베아제정,(주)대웅제약,2330,건위소화제
198900464,베아텍정10밀리그람(말레인산에날라프릴),대웅바이오(주),2140,혈압강하제
198900462,대웅프로프라놀롤캡슐80mg(스페로이드형염산프로프라놀롤),(주)대웅제약,2120,부정맥용제
198900463,우루사정200밀리그램(우르소데옥시콜산),(주)대웅제약,2360,이담제
199000530,티로파정(티로프라미드염산염),(주)대웅제약,1240,진경제
200308476,지미콜정(수출명:Rhinotux),(주)대웅제약,2220,진해거담제
199100569,대웅텐스타텐100밀리그램캡슐(염산시클레타닌),(주)대웅제약,2140,혈압강하제
199300693,페노프론300밀리그램캡슐(페노프로펜칼슘),(주)대웅제약,1140,해열.진통.소염제
199400486,에어탈정(아세클로페낙),(주)대웅제약,1140,해열.진통.소염제
