PRDLST_REPORT_NO,PRDLST_NM,BAR_CD,PRDLST_DCNM,BSSH_NM,INDUTY_NM
199503380154829,엣지있는아침어니언베이글,8801068035650,빵류,주식회사 에스피씨삼립,식품제조가공업
201301690022,무뼈닭발,8809386100029,포장육,갑이식품,식육포장처리업
201103654734,즉석멸치맛쌀국수,8809389330003,건면,마니푸드,식품제조가공업
19690086003453,몽쉘통통,8801062264575,초콜릿,롯데웰푸드(주),식품제조가공업
19960308010111,비타500,8806002003245,혼합음료,광동제약주식회사,식품제조가공업
19690086003201,부푸러콜라,8801062212866,추잉껌,롯데웰푸드(주),식품제조가공업
19980257052305,홈플러스좋은상품 고추장멸치볶음,8801253129560,조림류,주식회사 일미농수산,식품제조가공업
19970443119146,마이쮸,8801111903226,캔디류,(주)크라운제과진천공장,식품제조가공업
19810262001108,비요뜨크런치볼,8801115213024,농후발효유,서울우유협동조합 용인공장,축산물가공업-유가공업
1969008600349,목껌,8801062311378,추잉껌,롯데웰푸드(주),식품제조가공업
20060372438135,Homeplus Signature 옥수수수염차,8803217007075,침출차,(주)꽃샘식품,식품제조가공업
198502130018,4.2우유,8801121103166,가공유,매일유업(주) 광주공장,축산물가공업-유가공업
2010061601113,아라원참치발효숙성참치액(조림볶음찜용),8809261080705,소스,(주)아라원,식품제조가공업
197102750031519,팡찌니 단호박찐빵,8801016338888,빵류,(주)샤니,식품제조가공업
2007033035631,깐마늘장아찌,8809261178396,절임식품,청아원(주),식품제조가공업
2007033035631,깐마늘장아찌,8809261178396,절임식품,청아원(주),식품제조가공업
19830487051128,에너지바,8801117465605,과자,(주)오리온 제3익산공장,식품제조가공업
200903940615,우리맛감장아찌,8809287694436,절임식품,유기농파크,식품제조가공업
1972012500157,불고기맛후랑크,8801066106019,소시지,(주)사조대림,축산물가공업-식육가공업
20000498094136,OK 철판군만두,8809056194914,만두,나래식품주식회사,식품제조가공업
19740433002149,박하향캔디,8809319810834,캔디류,이화제과,식품제조가공업
1973034700128,손두부완자,8809112990047,가공두부,삼영식품,식품제조가공업
200404630186,천수만유과,8809398650123,과자,천수만전통생강한과,식품제조가공업
1986058904351,맥심아라비카100커피믹스,8801037035988,커피,동서식품(주),식품제조가공업
2002026208272,더안심 한우함박스테이크,8809369670402,분쇄가공육제품,(주)우와돈,축산물가공업-식육가공업
1978061400926,가나,8801062278251,밀크초콜릿,롯데웰푸드(주),식품제조가공업
199503380153377,보름달(덕용),8801068029055,빵류,주식회사 에스피씨삼립,식품제조가공업
19960458039201,자연은 365일 레드오렌지,8801382130840,과.채음료,웅진식품(주),식품제조가공업
20060372438129,Homeplus 옥수수수염차 식수용,8803217007051,침출차,(주)꽃샘식품,식품제조가공업
2002037003017,메밀부침가루40%,8809345980020,곡류가공품,(주)타래박,식품제조가공업
1985036806480,야채타임살사,8801104720830,과자,(주)빙그레,식품제조가공업
2000036037226,플러스 마이너스,8801056003135,혼합음료,롯데칠성음료(주),식품제조가공업
1983036001636,초코첵스,8801083270333,체중조절용 조제식품,농심켈로그주식회사,식품제조가공업
19690086003338,빼빼로,8801062629497,초콜릿가공품,롯데웰푸드(주),식품제조가공업
199406122262,멸치액젓,8809324330037,액젓,봉순이식품,식품제조가공업
2005056052745,잡채말이스틱,8809187241310,만두,(주)서원푸드,식품제조가공업
1996030801079,광동복분자,8806002004655,혼합음료,광동제약주식회사,식품제조가공업
2004018900727,쇠고기 육포,8809150671014,건조저장육류,(주)청미식품,축산물가공업-식육가공업
1971048700213,삼양라면,8801073102576,유탕면,삼양식품(주)익산공장,식품제조가공업
2004054909632,치킨소스골드 매운맛,8809160227362,소스,주식회사청우식품,식품제조가공업
201306311906,제주감귤 크런치 초코,8809386542027,초콜릿가공품,주식회사 제주내먹,식품제조가공업
19830240007175,흑마늘이 들어간 맛있는 양념쌈장,8801389013450,혼합장,(주)진미식품,식품제조가공업
200804351697,씨알로정성드린콘프레이크,8809261530101,시리얼류,(주)씨알푸드,식품제조가공업
19960308010322,카샤스위트아메리카노,8806002010441,커피,광동제약주식회사,식품제조가공업
19930472027143,한울포기김치,8801316121777,김치,농업회사법인 주식회사 한울,식품제조가공업
19960463370145,한성총각김치,8803601001412,김치,(주)한성식품서산지점,식품제조가공업
200904490184,헤이즐넛향,8804645002014,커피,한국맥널티주식회사,식품제조가공업
1996037815847,가리비젓,8809387000090,양념젓갈,참맛촌,식품제조가공업
1975020200459,맥심모카골드마일드커피믹스,8801037011302,커피,동서식품(주),식품제조가공업
200201153972,고추가루1,8809397621094,고춧가루,선형농산(주),식품제조가공업
200706230589,다예 구절초차,8809304840075,침출차,함양지리산다원,식품제조가공업
2003039501985,유판씨미니과립,8809208681040,기타가공품,(주)유유헬스케어,식품제조가공업
1983024000784,태양초 쌀로빚은고추장,8801389300062,고추장,(주)진미식품,식품제조가공업
2008013147154,한아백수오환,8809290492050,기타가공품,한아바이오텍,식품제조가공업
2008049600917,하야콩으로만든 어간장,8809291060142,한식간장,반딧불콩단지영농조합법인,식품제조가공업
19750443001240,설록 삼다텐저린 드립티,8801042642126,침출차,농업회사법인(주)오설록농장,식품제조가공업
19750443001240,설록 삼다텐저린 드립티,8801042642126,침출차,(주)오설록농장,식품제조가공업
199704400186,계룡갈비탕,8809275550003,즉석조리식품,(주)계룡식품,식품제조가공업
1995044000249,중앙 멜론라떼,8804342000016,기타가공품,중앙식품산업사,식품제조가공업
201003923213,DEEPS ICE(딥아이스),8809309390001,식용얼음,(주)글로벌심층수,식품제조가공업
200205132677,매실플러스 매실고추장,8809099537013,고추장,다압매율영농조합법인,식품제조가공업
19920372050125,알토스,8801204603392,밀크초콜릿,(주)청우식품,식품제조가공업
1996018809228,동아비타그란씨,8806011411468,혼합음료,동아제약(주)달성공장,식품제조가공업
2000060707713,해든나라함흥식양념장,8809155582049,소스,(주)합천식품,식품제조가공업
1983030801050,치토스바베큐맛,8801062289950,과자,롯데웰푸드 주식회사,식품제조가공업
19890262002158,대경핫미트저키,8803784000059,건조저장육류,농업회사법인 (주)대경햄,축산물가공업-식육가공업
19760342001344,너구리큰사발면,8801043017602,유탕면,(주)농심,식품제조가공업
1994045922950,광천김공장김,8804702301463,조미김,(주)삼육수산,식품제조가공업
20030445042367,스무디팜아름다운밸런스,8809135309406,과.채가공품,(주)웰팜,식품제조가공업
2006034704166,티젠 메밀차,8809071542172,침출차,주식회사 티젠,식품제조가공업
200805180893,햇고을고춧가루,8809388650164,고춧가루,하나영농조합법인,식품제조가공업
2007044503272,돈부리소스,8809361170061,소스,(주)선도식품,식품제조가공업
2005046419825,솔잎가루,8809073730300,기타가공품,농업회사법인주식회사 두리두리,식품제조가공업
201105680381,아침에참든든 곡물맛,8809247243100,즉석조리식품,농업회사법인(주)늘그린,식품제조가공업
201105680381,아침에참든든 곡물맛,8809247243100,즉석조리식품,주식회사 오그래 농업회사법인,식품제조가공업
19780614001303,아일락쉐이킷붐붐사과맛,8801056032951,탄산음료,롯데칠성음료(주),식품제조가공업
201102620471,등심탕수육,8809359580193,분쇄가공육제품,(주)육화원 에프앤디,축산물가공업-식육가공업
199306141751,구포국수,8802349000015,건면,구포국수,식품제조가공업
1999036230023,구운오징어가루를 뒤집어쓴 땅콩,8809109621039,기타가공품,예과당(YD FOOD),식품제조가공업
2007014923513,닭가슴살,8809408680522,포장육,유원푸드,식육포장처리업
1986036000753,찰비빔면,8801043014892,유탕면,(주)농심,식품제조가공업
19890445014158,비타플러스,8802774001878,혼합음료,태웅식품(주),식품제조가공업
1990006636211,핫멸치팡,8809381010095,즉석섭취식품,성실식품,식품제조가공업
2003018900245,숯불닭구이,8809377760188,양념육,주식회사 디딤이앤에프,축산물가공업-식육가공업
1978061400926,가나,8801062261994,밀크초콜릿,롯데웰푸드(주),식품제조가공업
201104440187,차가버섯골드,8809323750072,유산균음료,바이셀,식품제조가공업
201104440187,차가버섯골드,8809323750072,유산균음료,바이셀,식품제조가공업
2004061902133,유동자연산골뱅이,8801063123321,기타 수산물가공품,유성물산교역(주)고성공장,식품제조가공업
1997044514455,후랑크패스츄리냉동반죽,8809188221618,빵류,씨제이푸드빌주식회사,식품제조가공업
200503080546,올리비에포도씨유,8809305890017,기타식물성유지,(주)맛드림,식품제조가공업
201205066031,여수올림 자숙 새꼬막살,8809415150025,기타 수산물가공품,어업회사법인 여수새고막(주),식품제조가공업
1993046102246,연세 Premium 유기농베이비두유 1,8801753001625,기타 영.유아식,연세대학교 연세유업,식품제조가공업
1989031100145,쏠라C 정 포도맛,8806012063239,캔디류,고려은단헬스케어,식품제조가공업
20130528041108,치아바타불고기샌드,8809047016928,즉석섭취식품,(주)현대푸드시스템,식품제조가공업
19740344001139,미닛메이드 기분좋은 제주감귤 원제 제2A부,8801094287405,혼합음료,한국 코카콜라 유한회사,식품제조가공업
201203092586,알마늘,8809365130580,절임식품,(주)화광코리아,식품제조가공업
20060347041102,이마트 시원한 찬물현미녹차,8809071542509,침출차,주식회사 티젠,식품제조가공업
201003750411,드롭오가닉커피,8809415570007,커피,드롭(Dropp),식품제조가공업
19950449002207,청정원제주모슬포멸치액젓,8801052739793,젓갈,대상주식회사천안공장,식품제조가공업
201203684017,들깨 가루,8809376280137,기타가공품,늘품&제이,식품제조가공업
1985026200521,서울우유 딸기,8801115135531,가공유,서울우유협동조합 양주공장,축산물가공업-유가공업
1996046337048,동치미,8803601010490,김치,(주)한성식품서산지점,식품제조가공업
2002037219820,불고기양념(소고기용),8809252698896,소스,세복식품,식품제조가공업
19780614001125,사각사각배,8801056412128,농축과.채즙(또는 과.채분),롯데칠성음료(주),식품제조가공업
199003551203,해물탕,8808132696076,기타 수산물가공품,삼정식품,식품제조가공업
2008013147165,개똥쑥잎환,8809290492227,기타가공품,한아바이오텍,식품제조가공업
201202572968,돈트리 돼지갈비,8809375020062,갈비가공품,피그빌,축산물가공업-식육가공업
201303321876,연우 콩담은 아몬드&잣두유,8809374360084,가공두유,(주)연우,식품제조가공업
19690086003338,빼빼로,8801062270514,초콜릿가공품,롯데웰푸드(주),식품제조가공업
1990035514450,15곡미숫가루,8807287610012,곡류가공품,오성식품,식품제조가공업
19960262001219,남도떡갈비,8809251330452,분쇄가공육제품,(주)마니커에프앤지,축산물가공업-식육가공업
2000061802417,고성감자A,8809398699337,전분가공품,고성산업사,식품제조가공업
2011044529275,쥬이스트스트로베리,8809325211014,과.채가공품,(주)흥국에프엔비,식품제조가공업
2000036409021,기름과장생들기름,8809414840088,들기름,(주)율곡,식품제조가공업
2006025702691,중력2등,8809020502219,밀가루,(주)에스피씨삼립 세종공장,식품제조가공업
1998047600271,하림치킨스틱,8801492604842,분쇄가공육제품,(주)하림,축산물가공업-식육가공업
2005061701274,씨엔연근조림,8809387830444,조림류,(주) 씨엔에프,식품제조가공업
1995044311914,양반포기김치,8801047585176,김치,(주)동원F&B,식품제조가공업
197804810011,꽃소금(가는소금),8805976600023,재제소금(재제조소금),국민제염,식품제조가공업
19760342001185,노래방새우깡,8801043102766,과자,(주)농심,식품제조가공업
19910355148144,사골떡국떡,8803560000419,떡류,(주)송학식품(제1공장),식품제조가공업
20070358224228,뉴트리원 피부에 좋은 석류콜라겐비타C,8809148009416,캔디류,코스맥스엔비티(주),식품제조가공업
201006277079,제주하르방백년초초콜릿,8809240906125,준초콜릿,(주)푸른제주,식품제조가공업
1991014403896,햇반,8801007047782,즉석조리식품,씨제이제일제당주식회사,식품제조가공업
1998014428946,제주감귤제리,8809297120079,캔디류,탑푸드,식품제조가공업
201105160063,요리엔 한큰술,8809204531202,소스,주식회사운석,식품제조가공업
2010046130310,이마트 카라멜&아몬드 팝콘,8809027552149,과자,(주)제이앤이 아산공장,식품제조가공업
20060347041131,티젠 작설차세작,8809071546873,침출차,주식회사 티젠,식품제조가공업
20030445042158,스마트이팅 설탕무첨가100%과일 망고 슬러시,8809135302179,과.채가공품,(주)웰팜,식품제조가공업
1991046107758,커플콘 후레쉬,8804433050241,과자,(주)삼아인터내셔날,식품제조가공업
200803790065,일동후디스 슈퍼프리미엄퀸S-2(스틱),8801157300546,영아용 조제유,일동후디스(주),축산물가공업-유가공업
1980056000321,매일우유,8801121112380,원액두유,매일유업(주)경산공장,식품제조가공업
1996037506628,꼬마짱,8805856101336,과자,상일식품(주),식품제조가공업
2007016845268,호호아바이순대,8809407960281,즉석조리식품,(주)성빈식품,식품제조가공업
2005035810493,해우촌 칼슘김,8802128783559,조미김,(주)해우촌,식품제조가공업
19920447021254,함박스테이크,8801738880207,가공두부,대상(주) 단양공장,식품제조가공업
2001046725939,고려바이오칡,8809082722808,액상차,(주)고려바이오홍삼,식품제조가공업
2011044405013,홈플러스 알뜰상품 고추장,8801389350012,고추장,(주)진미식품,식품제조가공업
2001062411250,맛김치,8801024190263,김치,대상(주)거창공장,식품제조가공업
199503380155855,치즈앤치즈,8801068015737,빵류,주식회사 에스피씨삼립,식품제조가공업
19780614009154,아트라스 초코바,8801062633210,초콜릿가공품,롯데웰푸드(주),식품제조가공업
1988044900177,신송쌈장골드,8801161248537,혼합장,신송식품주식회사,식품제조가공업
19730347003611,다몰골드(S),8801244310472,준초콜릿,로얄제과(주),식품제조가공업
2000037020138,김치찐만두,8808198700090,만두,농업회사법인(유)굿푸드,식품제조가공업
1995044311925,맛김치,8801047587293,김치,(주)동원F&B,식품제조가공업
1969008601620,헤이즐넛 월드콘,8801062421558,아이스크림,롯데웰푸드(주),축산물가공업-유가공업
200203701648,검은 참깨,8809017695283,곡류가공품,(주)대양식품,식품제조가공업
200203622548,동부묵,8809146731913,묵류,(주)한울타리식품,식품제조가공업
2012047109216,우리밀 미니콘핫도그,8809377240642,빵류,주식회사 기업과사람들,식품제조가공업
201005604507,상황애호박,8809087723091,과.채음료,농업회사법인아람농장(주),식품제조가공업
201205952325,마실골하수오,8809364500056,혼합음료,마실골식품,식품제조가공업
201205952325,마실골하수오,8809364500056,혼합음료,마실골식품,식품제조가공업
2013050117381,고향 청매실 토종닭 볶음탕용,8809385943023,포장육,(주)참프레,식육포장처리업
1993046102263,이마트달콤한고칼슘두유,8801753002387,가공두유,연세대학교 연세유업,식품제조가공업
200705630161,의성흑마늘농축액골드,8809282370045,액상차,의성흑마늘사랑영농조합법인,식품제조가공업
201302573892,양념갈매기살,8809399880116,양념육,산과들에프엔씨,축산물가공업-식육가공업
1975044300129,설록 중작 옥록,8806403197352,침출차,농업회사법인(주)오설록농장,식품제조가공업
1975044300129,설록 중작 옥록,8806403197352,침출차,(주)오설록농장,식품제조가공업
201305300526,숯불 바베큐맛김,8809404730023,조미김,수형식품 유한회사,식품제조가공업
2002056801288,가야원 명이나물,8809115191434,절임식품,(주)진푸드,식품제조가공업
201203324262,가온고춧가루(중국산),8809362840536,고춧가루,농업회사법인 가온에프에스주식회사,식품제조가공업
19880589063103,동원전통단팥죽,8801047161486,즉석조리식품,(주)동원F&B,식품제조가공업
1972016800146,국수 소면,8801354150043,건면,(주)풍국면,식품제조가공업
2001036834142,엘맛김치,8809112610013,김치,농업회사법인 (주)풀그린,식품제조가공업
1997055514912,맛뜨락참기름,8808013008127,참기름,농업회사법인 동방제유(주),식품제조가공업
20040549096147,대왕고추장소스,8809160226235,소스,주식회사청우식품,식품제조가공업
20030294318238,이마트 먹는 해양심층수로 담근 백김치,8803601820563,김치,(주)한성식품,식품제조가공업
2007039803614,권영원 고추장더덕,8809282570049,절임식품,권영원향토음식,식품제조가공업
1993044304635,넛트크런치,8801037008272,시리얼류,동서식품(주),식품제조가공업
198803831271111,나가사끼 꽃게짬뽕,8801073140615,유탕면,삼양식품(주)원주공장,식품제조가공업
1994045922947,대천김,8804702301197,조미김,(주)삼육수산,식품제조가공업
19980262029193,빵또아,8801104190725,아이스밀크,(주)빙그레,축산물가공업-유가공업
200306075561,조선찰순대,8809354710021,즉석조리식품,조선식품,식품제조가공업
200306075561,조선찰순대,8809354710021,즉석조리식품,조선식품,식품제조가공업
1996018809228,동아비타그란씨,8806011412120,혼합음료,동아제약(주)달성공장,식품제조가공업
200406181492,진미참기름,8801389801101,참기름,진미식품,식품제조가공업
2005034256253,감자만두,8809294127729,만두,(주)떡마당,식품제조가공업
19930472027143,한울포기김치,8801316001079,김치,농업회사법인 주식회사 한울,식품제조가공업
2009032093210,두릅골감자가루,8809289500247,전분가공품,동우산업,식품제조가공업
199105120201,가족단무지,8802712999878,절임식품,가족식품,식품제조가공업
19980257052101,콩자반,8801253129034,조림류,주식회사 일미농수산,식품제조가공업
2003018900229,5분조리매운맛소갈비찜,8809377760164,갈비가공품,주식회사 디딤이앤에프,축산물가공업-식육가공업
2011014437032,꾸이마루,8809029030058,어묵,삼진식품(주),식품제조가공업
19780614001214,롯데제주감귤,8801056000806,과.채음료,롯데칠성음료(주),식품제조가공업
198806220127,하수오청국장분말,8809332010013,청국장,참들애바이오푸드 영농조합법인,식품제조가공업
198806220127,힘가네우슬진액,8809332010013,액상차,참들애바이오푸드 영농조합법인,식품제조가공업
200206012608,케토사민,8809120221010,기타가공품,아미코젠(주)문산제2공장,식품제조가공업
199104450772030,고소참깨드레싱,8809024600195,소스,주식회사 동방푸드마스타,식품제조가공업
2005058804017,한우양지,8809393320618,포장육,마산식육유통,식육포장처리업
200602423768,크라운산도초코,8801111117326,과자,(주)크라운제과,식품제조가공업
201304452991,무뼈닭발(닭발),8809400280003,포장육,제일식품,식육포장처리업
19970368015338,국산 유기 둥굴레차,8809020763641,침출차,청오건강 농업회사법인(주),식품제조가공업
2012035838856,연어마요네즈,8809371381662,즉석섭취식품,(주)한국데리카후레쉬,식품제조가공업
19970445144894,알록달록파프리카식빵용냉동반죽,8809188222387,빵류,씨제이푸드빌주식회사,식품제조가공업
197201680014,콩국수,8801354310058,건면,(주)풍국면,식품제조가공업
19980449002189,과일촌씨에이포도,8801105906219,과.채음료,해태에이치티비주식회사,식품제조가공업
199503724691,치즈쿠키,8805160100018,과자,유유식품,식품제조가공업
201204351503,아라팜 황태 가루,8809356702307,기타 수산물가공품,가야농수산,식품제조가공업
201203583885,등심돈까스도시락,8809371381914,즉석섭취식품,(주)한국데리카후레쉬,식품제조가공업
2005056047088,스마트이팅설탕무첨가검은깨검정콩마차,8807920100023,고형차,(주)초록원,식품제조가공업
19980476002128,닭불갈비햄,8801492205056,프레스햄,(주)하림,축산물가공업-식육가공업
201003685077,황금주걱 재래식 된장,8809313721044,한식된장,황금주걱 플러스,식품제조가공업
1985031000310,김지라시,8809286900323,과자,가나식품공업사,식품제조가공업
2008036810347,돈까스소스,8809288625033,소스,(주)푸디노에프앤디,식품제조가공업
2013050117358,고향 청매실 토종닭,8809385944730,포장육,(주)참프레,식육포장처리업
1993046102222,연세두유 검은콩,8801753002493,가공두유,연세대학교 연세유업,식품제조가공업
1998025705237,맛오이,8801253123384,절임식품,주식회사 일미농수산,식품제조가공업
2008055515029,소문난 사과식초,8805378030305,발효식초,(주)천연식품,식품제조가공업
199401440264,박하맛캔디,8801268000106,캔디류,동아제과,식품제조가공업
19710275003123,냉동생지옥수수빵,8801016323310,빵류,(주)샤니,식품제조가공업
2004032003211,볶음콩가루,8805017000331,두류가공품,(주)뚜레반,식품제조가공업
19850433015552,녹차호빵,8801151024028,빵류,서울식품공업(주),식품제조가공업
2004036504530,자연품은 윗날개(봉),8809092577092,포장육,(주)한강식품,식육포장처리업
1993061906584,사조살코기플러스참치 안심따개,8801075011890,기타 수산물가공품,사조산업(주)고성공장,식품제조가공업
1993061906573,사조살코기참치 안심따개,8801075012057,기타 수산물가공품,사조산업(주)고성공장,식품제조가공업
201304580084,고구마치즈파이,8809343670268,빵류,샬레르제2공장,식품제조가공업
1995043302642,두메산골 칡,8804074000124,혼합음료,(주)금강비앤에프,식품제조가공업
200604401053,김동순 참기름,8809073691557,참기름,농업회사법인(주)금호식품 옥천2공장,식품제조가공업
1974034400155,코카콜라라이트 원제 제2부,8801094032906,탄산음료,한국 코카콜라 유한회사,식품제조가공업
1993047200538,쌀떡볶이,8801759001643,떡류,칠갑농산 주식회사,식품제조가공업
19900355116160,뻔뻔한 초코,8802876203545,과자,(주)동화씨앤에프,식품제조가공업
1995046407016,보리건빵,8803718100701,과자,주식회사 신흥제과,식품제조가공업
199605250782,청수구운소금,8804036074415,태움.용융소금,청수식품(주),식품제조가공업
2003033204722,삼색샐러드,8809417230220,떡류,(주)찰떡궁합,식품제조가공업
19740344001138,환타 비타 레몬맛 원제 제2A부,8801094152406,혼합음료,한국 코카콜라 유한회사,식품제조가공업
201302406411,칼슘가득찹쌀,8809404400001,곡류가공품,에이치앤에스바이오(H&S바이오),식품제조가공업
2009036262417,유자차,8802330132015,고형차,유안종합식품,식품제조가공업
1993044500690,밥친구부드러운닭가슴살,8801045035130,기타가공품,오뚜기제유 주식회사,식품제조가공업
1988058906312,동원마일드참치,8801047116295,기타 수산물가공품,(주)동원F&B,식품제조가공업
201305160285,열무김치,8809423380216,김치,옥과맛있는김치 영농조합법인,식품제조가공업
19710275003194,단팥페스트리,8801016328476,빵류,(주)샤니,식품제조가공업
19950227050117,동원옥수수수염차,8801047289159,액상차,(주)동원F&B,식품제조가공업
201306016781,화웅초,8809407010047,혼합음료,주식회사 에코엔바이오텍,식품제조가공업
199604980367,갓김치,8809071460650,김치,영식품,식품제조가공업
2012049020413,대풍년고춧가루-보통매운맛,8809358773039,고춧가루,대풍년영농조합법인(제2공장),식품제조가공업
2004049221846,2mm오리불고기(맛깊은 간장소스),8809140102160,포장육,(주)코리아더커드,식육포장처리업
1999053309912,찌개청국장,8809418860174,청국장,복식품,식품제조가공업
20000449035186,이마트스타믹스모카골드커피믹스,8808024016029,커피,(주)쟈뎅,식품제조가공업
201105291288,PREMIUM 까도 물조림전복,8809371955016,기타 수산물가공품,(주)GNC물산,식품제조가공업
200404630181,천수만 전통생강한과,8809398650000,과자,천수만전통생강한과,식품제조가공업
197102750032791,화이트샌드케익,8801016357797,빵류,(주)샤니,식품제조가공업
1994045922934,광천올리브녹차김,8804702007143,조미김,(주)삼육수산,식품제조가공업
1986036000765,안성탕면,8801043001519,유탕면,(주)농심,식품제조가공업
200205563202,갈비탕,8809406310018,즉석조리식품,산마루식품,식품제조가공업
2011036530114,블루베리사각해물전,8809359580766,기타가공품,주식회사참살이네푸드,식품제조가공업
1973048100144,마늘청국장환,8809001096010,기타가공품,함씨네토종콩식품,식품제조가공업
2013052804138,소고기고추장,8809047015846,즉석섭취식품,(주)현대푸드시스템,식품제조가공업
2008038023912,"호두, 아몬드, 해바라기 율무차",8801157119148,고형차,일동후디스(주),식품제조가공업
1994057201216,삼육소이트로피칼퓨전,8801136473032,과.채음료,삼육네이처세븐,식품제조가공업
2007018820577,행복찬미 오이초절임,8809357771531,절임식품,농업회사법인 주식회사 초록들,식품제조가공업
201304331401,미앤락떡가쓰오우동,8809390190023,건면,(주)다미원,식품제조가공업
19910344021155,미닛메이드 프리미엄 오렌지 C 원제 제1A부,8801094266400,혼합제제,한국코카콜라유한회사,식품첨가물제조업
201006160118,아라원참치발효숙성어간장(찜조림볶음용),8809261080392,소스,(주)아라원,식품제조가공업
19980449002286,썬키스트후레쉬100포도,8801105913170,과.채주스,해태에이치티비주식회사,식품제조가공업
19960080359100,우리쌀로 만든 부침가루,8801007032030,곡류가공품,씨제이제일제당(주),식품제조가공업
201203304181,금하육수Ⅰ,8809380090029,소스,다온푸드팩토리(주),식품제조가공업
199503380152950,부드러운플레인,8801068015676,빵류,주식회사 에스피씨삼립,식품제조가공업
1998044800514,부드러운 함박스테이크,8809174120222,분쇄가공육제품,(주)미가온푸드,축산물가공업-식육가공업
199503380153533,유쾌상쾌스트로베리,8801068022636,빵류,주식회사 에스피씨삼립,식품제조가공업
200802110144,강화약쑥진액골드(약쑥호박),8809244891090,액상차,화심 영농조합법인,식품제조가공업
20000607077108,유림냉동냉면육수,8809155581134,소스,(주)합천식품,식품제조가공업
201100844895,해담은,8809359450335,체중조절용 조제식품,(주)웰파인,식품제조가공업
201100844895,해담은,8809359450335,체중조절용 조제식품,(주)웰파인,식품제조가공업
201100844895,해담은,8809359450335,체중조절용 조제식품,(주)웰파인,식품제조가공업
2009061600530,의령황새골 칡청,8809351410320,물엿,연호전통식품,식품제조가공업
201203092587,고추지,8809365130436,절임식품,(주)화광코리아,식품제조가공업
1998019911140,청양간장고추,8809061130068,절임식품,두남식품,식품제조가공업
201200703131,피포카브라운슈거팝콘,8809385990027,과자,메이징,식품제조가공업
2009035587615,블루베리머핀(냉동),8809324690056,빵류,(주)그라찌에파티쉐,식품제조가공업
200804950166,고원정기홍삼,8809247040037,액상차,진안당 영농조합법인제2공장,식품제조가공업
20090358099180,이츠웰 양념오징어젓,8809222959446,양념젓갈,(주)디미방,식품제조가공업
2012035840315,허니버터브레드,8809411840005,빵류,(주)비케이알코리아,식품제조가공업
1992035809941,눈을 감자,8801117740900,빵류,(주)오리온 이천공장,식품제조가공업
2005047117332,깨소금,8809186380690,기타 농산가공품,농업회사법인 한생 주식회사,식품제조가공업
200506078658,매운고추참치주먹밥,8809185001008,즉석섭취식품,(주)유앤미푸드텍,식품제조가공업
1997057016220,대학촌 모과,8807574011348,액상차,경북과학대학식품공장,식품제조가공업
1992046113118,동원피자피아빅,8801047343479,만두,(주)동원F&B,식품제조가공업
20010493358357,속이꽉찬찐만두,8807617220515,떡류,(주)엄지식품,식품제조가공업
2001046725988,고려홍삼분말,8809082727438,고형차,(주)고려바이오홍삼,식품제조가공업
1998026201777,파워불스쇠고기육포,8809102910338,건조저장육류,중앙물산(주),축산물가공업-식육가공업
2011044405058,진미 양념이된 초고추장 골드,8801389014488,혼합장,(주)진미식품,식품제조가공업
19780614001296,트로피카나 그린팝,8801056029357,과.채음료,롯데칠성음료(주),식품제조가공업
199906073518,쌀강정,8809064050028,과자,아름푸드,식품제조가공업
199906073518,쌀강정,8809064050028,과자,아름식품,식품제조가공업
1999049309376,쌀누룽지,8804845202290,곡류가공품,오성푸드,식품제조가공업
2010015407316,참앤찬전통떡국,8809111751564,떡류,참앤찬,식품제조가공업
1985049901180,오푸드 유기농 양조간장,8801052728155,양조간장,대상(주),식품제조가공업
201201490861,어묵,8803573229388,어묵,(주)부산식품,식품제조가공업
200404480022,유담휘핑크림,8809408054040,가공유크림,(주)유담,축산물가공업-유가공업
1996015700310,순등심돈까스,8809054400031,분쇄가공육제품,농업회사법인(주)영풍,축산물가공업-식육가공업
2006057009025,흥부가골드,8809356630327,향신료조제품,신대감식품,식품제조가공업
199003551208,곱창전골,8808132282057,기타가공품,삼정식품,식품제조가공업
1994044900537,제로트레스,8801019406966,추잉껌,해태제과식품(주)천안2공장,식품제조가공업
19980449002445,썬키스트훼미리포도,8801105910520,과.채음료,해태에이치티비주식회사,식품제조가공업
2010020005289,송편(호박/기피),8809188141008,떡류,(주)예당식품,식품제조가공업
1991026200213,민속양념편육,8802112000440,양념육,(주)중앙식품,축산물가공업-식육가공업
200704451997,너븐촌당면찰순대,8809220375033,즉석조리식품,(주)푸르샨식품,식품제조가공업
19740433002112,고려홍삼캔디,8809319810292,캔디류,이화제과,식품제조가공업
1985043301523,신옥수수식빵,8801151015217,빵류,서울식품공업(주),식품제조가공업
200006074191,김해 참 순대,8809353230056,즉석조리식품,태양식품,식품제조가공업
19720154001259,쫄병스낵고소한맛,8801043803427,과자,(주)농심,식품제조가공업
2007015618526,자연요리연구가 다시마 맛간장,8809237150852,소스,(주)해오름바이오,식품제조가공업
19850433015968,두번 발효로 더 부드러운 모닝빵,8801151024097,빵류,서울식품공업(주),식품제조가공업
1989031100146,쏠라C 정 오렌지맛,8806012073146,캔디류,고려은단헬스케어,식품제조가공업
1994038622159,통구이오징어,8809048315266,조미건어포,(주)현복식품,식품제조가공업
200002572253,치킨순살까스,8809353320092,분쇄가공육제품,주식회사 영빈식품,축산물가공업-식육가공업
